latitude,longitude,cone,type
42.39413,-72.52642059,0,T
42.39413,-72.52642059,0,T
42.394135,-72.52643585,0,T
42.394135,-72.52643585,0,T
42.394135,-72.52643585,0,T
42.394135,-72.52643585,0,T
42.39413667,-72.52644348,0,T
42.39413667,-72.52644348,0,T
42.39413667,-72.52644348,0,T
42.39413667,-72.52644348,0,T
42.39413667,-72.52644348,0,T
42.39413833,-72.52645111,0,T
42.39413833,-72.52645111,0,T
42.39413833,-72.52645111,0,T
42.39413833,-72.52645111,0,T
42.39413833,-72.52645111,0,T
42.39414333,-72.526474,0,T
42.39414333,-72.526474,0,T
42.39414333,-72.526474,0,T
42.39414333,-72.526474,0,T
42.39414333,-72.526474,0,T
42.39415167,-72.52650452,0,T
42.39415167,-72.52650452,0,T
42.39415167,-72.52650452,0,T
42.39415167,-72.52650452,0,T
42.39415167,-72.52650452,0,T
42.39415333,-72.52651215,0,T
42.39415333,-72.52651215,0,T
42.39415333,-72.52651215,0,T
42.39415333,-72.52651215,0,T
42.39415333,-72.52651215,0,T
42.39415667,-72.52653503,0,T
42.39415667,-72.52653503,0,T
42.39415667,-72.52653503,0,T
42.39415667,-72.52653503,0,T
42.39415667,-72.52653503,0,T
42.39415167,-72.52654266,0,T
42.39415167,-72.52654266,0,T
42.39415167,-72.52654266,0,T
42.39415167,-72.52654266,0,T
42.39415167,-72.52654266,0,T
42.39415333,-72.52655792,0,T
42.39415333,-72.52655792,0,T
42.39415333,-72.52655792,0,T
42.39415333,-72.52655792,0,T
42.39415333,-72.52655792,0,T
42.394155,-72.52656555,0,T
42.394155,-72.52656555,0,T
42.394155,-72.52656555,0,T
42.394155,-72.52656555,0,T
42.394155,-72.52656555,0,T
42.39416,-72.52657318,0,T
42.39416,-72.52657318,0,T
42.39416,-72.52657318,0,T
42.39416,-72.52657318,0,T
42.39416,-72.52657318,0,T
42.39416333,-72.52658081,0,T
42.39416333,-72.52658081,0,T
42.39416333,-72.52658081,0,T
42.39416333,-72.52658081,0,T
42.39416333,-72.52658081,0,T
42.39416667,-72.52658844,0,T
42.39416667,-72.52658844,0,T
42.39416667,-72.52658844,0,T
42.39416667,-72.52658844,0,T
42.39416667,-72.52658844,0,T
42.39417167,-72.5266037,0,T
42.39417167,-72.5266037,0,T
42.39417167,-72.5266037,0,T
42.39417167,-72.5266037,0,T
42.39417167,-72.5266037,0,T
42.39416667,-72.5266037,0,T
42.39416667,-72.5266037,0,T
42.39416667,-72.5266037,0,T
42.39416667,-72.5266037,0,T
42.39416667,-72.5266037,0,T
42.39416,-72.5266037,0,T
42.39416,-72.5266037,0,T
42.39416,-72.5266037,0,T
42.39416,-72.5266037,0,T
42.39416,-72.5266037,0,T
42.394145,-72.52661133,0,T
42.394145,-72.52661133,0,T
42.394145,-72.52661133,0,T
42.394145,-72.52661133,0,T
42.394145,-72.52661133,0,T
42.39412,-72.52659607,0,T
42.39412,-72.52659607,0,T
42.39412,-72.52659607,0,T
42.39412,-72.52659607,0,T
42.39412,-72.52659607,0,T
42.39411167,-72.52658844,0,T
42.39411167,-72.52658844,0,T
42.39411167,-72.52658844,0,T
42.39411167,-72.52658844,0,T
42.39411167,-72.52658844,0,T
42.39411,-72.52658844,0,T
42.39411,-72.52658844,0,T
42.39411,-72.52658844,0,T
42.39411,-72.52658844,0,T
42.39411,-72.52658844,0,T
42.39411167,-72.52659607,0,T
42.39411167,-72.52659607,0,T
42.39411167,-72.52659607,0,T
42.39411167,-72.52659607,0,T
42.39411167,-72.52659607,0,T
42.39411167,-72.5266037,0,T
42.39411167,-72.5266037,0,T
42.39411167,-72.5266037,0,T
42.39411167,-72.5266037,0,T
42.39411167,-72.5266037,0,T
42.39411167,-72.52659607,0,T
42.39411167,-72.52659607,0,T
42.39411167,-72.52659607,0,T
42.39411167,-72.52659607,0,T
42.39411167,-72.52659607,0,T
42.39411333,-72.52659607,0,T
42.39411333,-72.52659607,0,T
42.39411333,-72.52659607,0,T
42.39411333,-72.52659607,0,T
42.39411333,-72.52659607,0,T
42.39411333,-72.52659607,0,T
42.394115,-72.52659607,0,T
42.394115,-72.52659607,0,T
42.394115,-72.52659607,0,T
42.394115,-72.52659607,0,T
42.39411667,-72.52659607,0,T
42.39411667,-72.52659607,0,T
42.39411667,-72.52659607,0,T
42.39411667,-72.52659607,0,T
42.39411667,-72.52659607,0,T
42.39411667,-72.52659607,0,T
42.39411667,-72.52659607,0,T
42.39411667,-72.52659607,0,T
42.39411667,-72.52659607,0,T
42.39411667,-72.52659607,0,T
42.39411667,-72.52659607,0,T
42.39411667,-72.52659607,0,T
42.39411667,-72.52659607,0,T
42.39411667,-72.52659607,0,T
42.39411667,-72.52659607,0,T
42.39412,-72.52659607,0,T
42.39412,-72.52659607,0,T
42.39412,-72.52659607,0,T
42.39412,-72.52659607,0,T
42.39412,-72.52659607,0,T
42.394125,-72.52659607,0,T
42.394125,-72.52659607,0,T
42.394125,-72.52659607,0,T
42.394125,-72.52659607,0,T
42.394125,-72.52659607,0,T
42.39412667,-72.52658844,0,T
42.39412667,-72.52658844,0,T
42.39412667,-72.52658844,0,T
42.39412667,-72.52658844,0,T
42.39412667,-72.52658844,0,T
42.39412667,-72.52658844,0,T
42.39412667,-72.52658844,0,T
42.39412667,-72.52658844,0,T
42.39412667,-72.52658844,0,T
42.39412667,-72.52658844,0,T
42.39412667,-72.52658844,0,T
42.39412667,-72.52658844,0,T
42.39412667,-72.52658844,0,T
42.39412667,-72.52658844,0,T
42.39412667,-72.52658844,0,T
42.39412667,-72.52658844,0,T
42.39412667,-72.52658844,0,T
42.39412667,-72.52658844,0,T
42.39412667,-72.52658844,0,T
42.39412667,-72.52658844,0,T
42.39412667,-72.52658844,0,T
42.39412667,-72.52658844,0,T
42.39412667,-72.52658844,0,T
42.39412667,-72.52658844,0,T
42.39412667,-72.52658844,0,T
42.39412667,-72.52658844,0,T
42.39412667,-72.52658844,0,T
42.39412667,-72.52658844,0,T
42.39412667,-72.52658844,0,T
42.39412667,-72.52658844,0,T
42.39411667,-72.52657318,0,T
42.39411667,-72.52657318,0,T
42.39411667,-72.52657318,0,T
42.39411667,-72.52657318,0,T
42.39411667,-72.52657318,0,T
42.39411667,-72.52657318,0,T
42.39411667,-72.52657318,0,T
42.39411667,-72.52657318,0,T
42.39411667,-72.52657318,0,T
42.39411667,-72.52657318,0,T
42.39411667,-72.52657318,0,T
42.39411667,-72.52657318,0,T
42.39411667,-72.52657318,0,T
42.39411667,-72.52657318,0,T
42.39411667,-72.52657318,0,T
42.39411667,-72.52657318,0,T
42.39411667,-72.52657318,0,T
42.39411667,-72.52657318,0,T
42.39411667,-72.52657318,0,T
42.39411667,-72.52657318,0,T
42.39411667,-72.52657318,0,T
42.39411667,-72.52657318,0,T
42.39411667,-72.52657318,0,T
42.39411667,-72.52657318,0,T
42.39411667,-72.52657318,0,T
42.39411667,-72.52657318,0,T
42.39411667,-72.52657318,0,T
42.39411667,-72.52657318,0,T
42.39411667,-72.52657318,0,T
42.39411667,-72.52657318,0,T
42.39411667,-72.52657318,0,T
42.39411667,-72.52657318,0,T
42.39411667,-72.52657318,0,T
42.39411667,-72.52657318,0,T
42.39411667,-72.52657318,0,T
42.39411667,-72.52657318,0,T
42.39411667,-72.52657318,0,T
42.39411667,-72.52657318,0,T
42.39411667,-72.52657318,0,T
42.39411667,-72.52657318,0,T
42.39411667,-72.52657318,0,T
42.39411667,-72.52657318,0,T
42.39411667,-72.52657318,0,T
42.39411667,-72.52657318,0,T
42.39411667,-72.52657318,0,T
42.39411667,-72.52657318,0,T
42.39411667,-72.52657318,0,T
42.39411667,-72.52657318,0,T
42.39411667,-72.52657318,0,T
42.39411667,-72.52657318,0,T
42.39411667,-72.52655029,0,T
42.39411667,-72.52655029,0,T
42.39411667,-72.52655029,0,T
42.39411667,-72.52655029,0,T
42.39411667,-72.52655029,0,T
42.39411667,-72.52655029,0,T
42.39411667,-72.52655029,0,T
42.39411667,-72.52655029,0,T
42.39411667,-72.52655029,0,T
42.39411667,-72.52655029,0,T
42.39411667,-72.52655029,0,T
42.39411667,-72.52655029,0,T
42.39411667,-72.52655029,0,T
42.39411667,-72.52655029,0,T
42.39411667,-72.52655029,0,T
42.39412,-72.52658844,0,T
42.39412,-72.52658844,0,T
42.39412,-72.52658844,0,T
42.39412,-72.52658844,0,T
42.39412,-72.52658844,0,T
42.39412,-72.52658844,0,T
42.39412333,-72.5266037,0,T
42.39412333,-72.5266037,0,T
42.39412333,-72.5266037,0,T
42.39412333,-72.5266037,0,T
42.39412333,-72.5266037,0,T
42.39412333,-72.52661133,0,T
42.39412333,-72.52661133,0,T
42.39412333,-72.52661133,0,T
42.39412333,-72.52661133,0,T
42.39412833,-72.52662659,0,T
42.39412833,-72.52662659,0,T
42.39412833,-72.52662659,0,T
42.39412833,-72.52662659,0,T
42.39412833,-72.52662659,0,T
42.39413,-72.52663422,0,T
42.39413,-72.52663422,0,T
42.39413,-72.52663422,0,T
42.39413,-72.52663422,0,T
42.39413,-72.52663422,0,T
42.39413,-72.52663422,0,T
42.39413333,-72.52663422,0,T
42.39413333,-72.52663422,0,T
42.39413333,-72.52663422,0,T
42.39413333,-72.52663422,0,T
42.39413333,-72.52663422,0,T
42.39414,-72.52663422,0,T
42.39414,-72.52663422,0,T
42.39414,-72.52663422,0,T
42.39414,-72.52663422,0,T
42.39413667,-72.52664185,0,T
42.39413667,-72.52664185,0,T
42.39413667,-72.52664185,0,T
42.39413667,-72.52664185,0,T
42.39413667,-72.52664185,0,T
42.394125,-72.52663422,0,T
42.394125,-72.52663422,0,T
42.394125,-72.52663422,0,T
42.394125,-72.52663422,0,T
42.394125,-72.52663422,0,T
42.39411667,-72.52662659,0,T
42.39411667,-72.52662659,0,T
42.39411667,-72.52662659,0,T
42.39411667,-72.52662659,0,T
42.39411667,-72.52662659,0,T
42.39411833,-72.52662659,0,T
42.39411833,-72.52662659,0,T
42.39411833,-72.52662659,0,T
42.39411833,-72.52662659,0,T
42.39411833,-72.52662659,0,T
42.39412167,-72.52662659,0,T
42.39412167,-72.52662659,0,T
42.39412167,-72.52662659,0,T
42.39412167,-72.52662659,0,T
42.39412167,-72.52662659,0,T
42.39412333,-72.52662659,0,T
42.39412333,-72.52662659,0,T
42.39412333,-72.52662659,0,T
42.39412333,-72.52662659,0,T
42.39412333,-72.52662659,0,T
42.394125,-72.52662659,0,T
42.394125,-72.52662659,0,T
42.394125,-72.52662659,0,T
42.394125,-72.52662659,0,T
42.394125,-72.52662659,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39413,-72.52661896,0,T
42.39413,-72.52661896,0,T
42.39413,-72.52661896,0,T
42.39413,-72.52661896,0,T
42.39413,-72.52661896,0,T
42.39413,-72.52661896,0,T
42.39413,-72.52661896,0,T
42.39413,-72.52661896,0,T
42.39413,-72.52661896,0,T
42.39413,-72.52661133,0,T
42.39413,-72.52661133,0,T
42.39413,-72.52661133,0,T
42.39413,-72.52661133,0,T
42.39413,-72.52661133,0,T
42.39413,-72.52661133,0,T
42.39413,-72.52661133,0,T
42.39413,-72.52661133,0,T
42.39413,-72.52661133,0,T
42.39413,-72.52661133,0,T
42.39413,-72.52661133,0,T
42.39413,-72.52661133,0,T
42.39413,-72.52661133,0,T
42.39413,-72.52661133,0,T
42.39413,-72.52661133,0,T
42.39413,-72.52661133,0,T
42.39413,-72.52661133,0,T
42.39413,-72.52661133,0,T
42.39413,-72.52661133,0,T
42.39413,-72.52661133,0,T
42.39413,-72.52661133,0,T
42.39413,-72.52661133,0,T
42.39413,-72.52661133,0,T
42.39413,-72.52661133,0,T
42.39413,-72.52661133,0,T
42.39413,-72.52661133,0,T
42.39413,-72.52661133,0,T
42.39413,-72.52661133,0,T
42.39413,-72.52661133,0,T
42.39413,-72.52661133,0,T
42.39413,-72.52661133,0,T
42.39413,-72.52661133,0,T
42.39413,-72.52661133,0,T
42.39413,-72.52661133,0,T
42.39413,-72.52661133,0,T
42.39413333,-72.52661133,0,T
42.39413333,-72.52661133,0,T
42.39413333,-72.52661133,0,T
42.39413333,-72.52661133,0,T
42.39413333,-72.52661133,0,T
42.39413833,-72.52661896,0,T
42.39413833,-72.52661896,0,T
42.39413833,-72.52661896,0,T
42.39413833,-72.52661896,0,T
42.39413833,-72.52661896,0,T
42.39414333,-72.52661133,0,T
42.39414333,-72.52661133,0,T
42.39414333,-72.52661133,0,T
42.39414333,-72.52661133,0,T
42.39414333,-72.52661133,0,T
42.39414167,-72.52661896,0,T
42.39414167,-72.52661896,0,T
42.39414167,-72.52661896,0,T
42.39414167,-72.52661896,0,T
42.39414167,-72.52661896,0,T
42.39413167,-72.52661896,0,T
42.39413167,-72.52661896,0,T
42.39413167,-72.52661896,0,T
42.39413167,-72.52661896,0,T
42.39413167,-72.52661896,0,T
42.39412333,-72.52661896,0,T
42.39412333,-72.52661896,0,T
42.39412333,-72.52661896,0,T
42.39412333,-72.52661896,0,T
42.39412333,-72.52661896,0,T
42.39412333,-72.52661896,0,T
42.39412167,-72.52661896,0,T
42.39412167,-72.52661896,0,T
42.39412167,-72.52661896,0,T
42.39412167,-72.52661896,0,T
42.39412167,-72.52661896,0,T
42.39412167,-72.52661896,0,T
42.39412167,-72.52661896,0,T
42.39412167,-72.52661896,0,T
42.39412167,-72.52661896,0,T
42.39412167,-72.52661896,0,T
42.39412167,-72.52661896,0,T
42.39412167,-72.52661896,0,T
42.39412167,-72.52661896,0,T
42.39412167,-72.52661896,0,T
42.39412333,-72.52661896,0,T
42.39412333,-72.52661896,0,T
42.39412333,-72.52661896,0,T
42.39412333,-72.52661896,0,T
42.39412333,-72.52661896,0,T
42.39412333,-72.52661896,0,T
42.39412333,-72.52661896,0,T
42.39412333,-72.52661896,0,T
42.39412333,-72.52661896,0,T
42.39412333,-72.52661896,0,T
42.394125,-72.52661896,0,T
42.394125,-72.52661896,0,T
42.394125,-72.52661896,0,T
42.394125,-72.52661896,0,T
42.394125,-72.52661896,0,T
42.394125,-72.52661896,0,T
42.394125,-72.52661896,0,T
42.394125,-72.52661896,0,T
42.394125,-72.52661896,0,T
42.394125,-72.52661896,0,T
42.394125,-72.52661896,0,T
42.394125,-72.52661896,0,T
42.394125,-72.52661896,0,T
42.394125,-72.52661896,0,T
42.394125,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.394125,-72.52661896,0,T
42.394125,-72.52661896,0,T
42.394125,-72.52661896,0,T
42.394125,-72.52661896,0,T
42.394125,-72.52661896,0,T
42.394125,-72.52661896,0,T
42.394125,-72.52661896,0,T
42.394125,-72.52661896,0,T
42.394125,-72.52661896,0,T
42.394125,-72.52661896,0,T
42.394125,-72.52661896,0,T
42.394125,-72.52661896,0,T
42.394125,-72.52661896,0,T
42.394125,-72.52661896,0,T
42.394125,-72.52661896,0,T
42.394125,-72.52661896,0,T
42.394125,-72.52661896,0,T
42.394125,-72.52661896,0,T
42.394125,-72.52661896,0,T
42.394125,-72.52661896,0,T
42.394125,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
42.39412667,-72.52661896,0,T
